comment_sen,score
收到货后打开仅一款游戏，没有在显明位置标识七天内不支持拆封后退货，比较差的购物体验。为保证消费者权益，建议监管部门予以关注。,1
"流畅度：挺好的，很流畅，就是游戏比较少
运行速度：跟手机有的一拼，就是游戏比较少
稳定性：很稳定，目前没有出现什么问题，就是游戏比较少
画面效果：画面很清晰，就是游戏比较少
外形外观：cool，就是游戏比较少
产品包装：挺好的，就是游戏比较少",1
就一个游戏,0
比港版有唔同,1
买错了，东西是可以的，只是是国行的，退不了只能先忍着了，哎&hellip;&hellip;&hellip;&hellip;（一星给任天堂的）,0
"流畅度：就一个游戏，也没啥流不流畅的，但是我很开心
运行速度：游戏打开速度很快，反正就一个游戏，开心就好
稳定性：就一个游戏，绝对稳定，开心
画面效果：效果还是挺好的，顶蘑菇嘛，最重要的是开心",2
j就是个单卡游戏机。后面评价都是复制的收到货，第一时间拆包装，感觉质量还是比较好的，与卖家描述的还是一致的，非常满意，发货速度比较快，物流公司服务态度很好，运送速度很快，总的来说这次是很满意的一次购物，感谢卖家。,0
大品牌果然名不虚传，外观简单大方品质一流，老厂家值得信赖，感受还是不错的大品牌果然名不虚传，外观简单大方品质一流，老厂家值得信赖，感受还是不错的运行速度快特别稳定画面超酷????超炫产品包装上档次,2
机器真的不想恭维！第一次送来，屏幕3个地方有灰尘，然后里面游戏目前只有一个，还没玩几天就出现橙色屏幕，怎么按都没有反应,0
"正品质保棒棒哒，买回来一段时间了，效果不错，茶余饭后休闲的好玩意，非常推荐购买。
种草很久了，原计划买水货，但是担心没有质保，一直没有下手，这次腾讯引进，直接给了买的最佳借口。
流畅度：速度很流畅，很给力。
运行速度：运行速度很快，没有任何卡顿。
稳定性：很稳定，用这一段时间没有出现任何问题。
画面效果：画质接电视效果很好，单独玩也凑合。
外形外观：外观漂亮，大气。
产品包装：包装很完整，很好。",2
"流畅度：很流畅
运行速度：非常快
稳定性：很稳
画面效果：很棒
外形外观：完美
产品包装：完美",2
任天堂的品控就不说了，右手柄是松的会摇动，拿在手里总感觉右边会掉。机身略微有些弯曲找客服不能换货。（我就想问自身品质有问题凭什么不让换，自己的问题顾客承担？）再者就是国行真心算了，一个看视屏的buX 两天就封了？ 买回来不能联网，游戏迟迟不上线， 再者国行只适合单机了，很多联网游戏是过不了审的。,0
很不错的玩具！十分喜欢！,2
千万别买国行什么都玩不了，太坑了,0
产品包装：非常之差，如果对包装介意，或者作为礼物送人的，千万不要买。,0
"流畅度：运行塞尔达很流畅，喜欢塞尔达自由世界自由行走的感觉。
画面效果：不错，塞尔达物理引擎做的好，接电视画面很爽，平时取下来放桌子上玩也很方便
外形外观：很惊叹老任做这种即是主机又是掌机的创新，非常方便，很满意
产品包装：全新包装，有腾讯封条
稳定性：放在底座上玩了三个多小时，没问题
运行速度：不错，反应速度很快",2
别再忽悠人了&hellip;我现在就想退。客服说了，买卡带玩如果机器出现问题，不负责保修。你们再买心有多大？？！其实我都觉得你们这是欺骗消费者，哪有一款主机只有一个游戏就卖的&hellip;&hellip;马U启动器么。还有一句:港版或者日版也可以玩单机，所以你们优势到底在哪？！,0
"流畅度：流畅度一流
运行速度：速度快不卡顿
画面效果：触摸屏做的也是无懈可击啊。非常流畅。可以和手机媲美了。
产品包装：包装完好。签封没有破损",2
心仪很久的游戏机，特殊时期拿来消磨时间。开机运行很快，流畅度很好，玩游戏非常稳定，画面绚丽，色彩浓厚。配合投影仪玩健身环非常棒，只要十分钟就运动了一身汗。产品包装完好，京东出货很快，主要是最近管理比较严格，比平时晚了一天才玩到,2
"流畅度：很流畅嘛
运行速度：挺可以
稳定性：尚可
画面效果：掌机720可以
外形外观：没有Tencent企鹅标，减分
产品包装：我相信发来是没问题的，物流出问题了呗，包装明显被挤压破损了，减分
总的来说游戏少，也在预料之内，总体购物感觉一般，很一般",1
目前不建议购买，国行得联网政策造成该游戏机，就一个游戏，有着中国得审批政策也不要想以后有什么游戏玩了，第一次买这类游戏机没有了解一下，下次得多逛下论坛，多看测评。这个游戏机建议买港版得。,0
不开后门真辜负了对国行的期望，还不如不来。,0
"流畅度：很快，没有任何延迟
运行速度：特此好
稳定性：没有卡顿，没有死机，卡屏
画面效果：很清晰，流畅，分辨率很高
外形外观：小巧，两种玩法，手柄可以拆卸链接电视很方便
产品包装：严实，精美，国行都说是勇士，目前只有一个游戏，很多游戏不能玩，毕竟刚出没多久，也不是游戏控，给孩子买的，锻炼一下她的协调能力，反应能力，新游戏早晚会出的，目前不能出门，平时用来娱乐用的，游戏机做工，操作都很好！",2
switch很赞。但第一次见包装这么差，第一张是我朋友买的switch（相同套餐）包装。后面是我的。包装不完整，未封闭有开口，盒内一个泡沫或者气囊都没有。请给予解释，谢谢。,1
"享
生成海报
流畅度：流畅无卡顿 运行速度：麻溜滴 稳定性：稳定无BUG 画面效果：电视玩起来正好 产品包装：大箱子装过来的 外形外观：漂 亮 孩子很喜欢，适合家庭聚会，全家一起玩，开心欢乐多",2
实在是太赞了，太喜欢了，就是还没有啥游戏哈哈哈！不过国行以后会越来越好吧！买了分手厨房和舞力全开的卡带，除了不能联网，其他的效果简直赞赞哒！期待国行可以出马里奥派对马里奥赛车等等的游戏，期待期待期待！！必须给个好评！终于100字了，开心?,2
国行版，自带一个八关的超级玛丽体验版，游戏卡另配，非常好玩！,2
"目前适合我这种娱乐玩家，比较佛系。主要是价格合适连电视很爽。可以家庭互动，很不错！希望国行越来越好，不要辜负我们这些支持国行的玩家！??
大家买的时候可以考虑考虑自己要的是什么，如果只是新鲜感的话建议买国行，因为我比较佛。准备陪跑！",2
非常**！游戏少的可怜！千万别买！,1
"流畅度：很好，很流畅。只有一款游戏
运行速度：很快，下载也OK。只有一款游戏
稳定性：稳定不崩溃。只有一款游戏
画面效果：比较细腻。只有一款游戏
外形外观：很酷很时尚。只有一款游戏
产品包装：很结实安全。只有一款游戏
要不是还有游戏卡这玩意，不然我就第一时间退款。
为什么给一星，不是因为游戏机不行，是因为这次购物体验从下单开始我的心里一直不舒服到拿到游戏机。什么破物流服务",0
非常失望的一次购物，对腾讯已经伤透了心，只有一个游戏，不能联网，没有dlx，建议入手的朋友买日版港版，现阶段真心不推荐国行！,0
"流畅度：独占的马里奥游戏很流畅，其他的还没买，应该不错。
运行速度：挺快的，开游戏速度挺快。
稳定性：没有闪退现象。
画面效果：精美。作为聚会游戏很不错。
外形外观：特意买的灰色款，比红蓝主机顺眼。",2
垃圾国行，什么游戏都没有。虚假宣传，说好的3个游戏2月了就只有一个马里奥！大家千万别买。日版港版比这香多了！什么时候有传说中的后门我再来改好评！,0
"这次国行发布，必须入手！拿在手
上激起重温塞尔达的热情，最喜日落时分在海拉尔的黄金海
岸线上的策马狂奔。有朋友在观望，是否上手国行，分享一
些实测结果。首先确定是续航加强，然后兼容性没有任何变
化，手上的C-FORCE配件不论是便携底座、蓝牙音频适配器
还是便携显示屏，都可以完全兼容。另外就是第一次玩塞尔
达，没有用好的颜色显示器去玩，这次终于用上了100%
AdobeRGB的广色域显示屏。感受太不一样了，海拉尔的星
空，草原上尘埃，渔人村的日落都那么的美妙。另外物流非
常快，赞！更新游戏补丁和主机版本网速都非常快，然后塞
尔达就是中文的了！完美的体验。",2
2000块买块砖，全商店只有一个游戏，真把客户当傻子，简直是最生气的一次购物,0
"流畅度：一流，丝滑
运行速度：超快
稳定性：超级稳定
画面效果：全高清，很满意
外形外观：帅就一个字",2
游戏机挺好，但游戏太少，NS发货硬是等了7天才出库，最可气的是从你家买了张超级玛丽的卡，收到货后打开包装，里面居然少东西，（没有游戏卡），处理售后又得等7天，真气人，我一星都不想给..........,1
